Id,Sales
1,4105.96386719
2,7606.03369141
3,9114.94824219
4,7764.15917969
5,6641.98828125
6,5757.6796875
7,7524.43212891
8,7916.09765625
9,5161.43603516
10,5747.13378906
11,6847.89355469
12,7560.17089844
13,7480.01708984
14,8652.81738281
15,5429.59472656
16,4775.64990234
17,5606.65771484
18,8891.16699219
19,10206.2744141
20,10166.5283203
21,7493.50634766
22,4480.88378906
23,5822.63916016
24,4163.27001953
25,7003.21972656
26,11114.2197266
27,9175.13183594
28,5715.19238281
29,5134.52197266
30,4564.74169922
31,6064.85107422
32,10023.1201172
33,7089.17675781
34,5206.00585938
35,5057.80615234
36,7629.20410156
37,3487.7175293
38,7306.32958984
39,4510.15527344
40,6986.61376953
41,6654.23925781
42,5339.87207031
43,7957.68798828
44,6855.16064453
45,4723.38671875
46,6253.11816406
47,8211.25585938
48,11643.3291016
49,5889.01074219
50,7770.14501953
51,6901.62353516
52,9009.51757812
53,6234.07275391
54,9461.16894531
55,4713.61572266
56,4741.49316406
57,5980.41308594
58,5958.73583984
59,9116.57421875
60,7466.82275391
61,5410.86328125
62,7605.47509766
63,6680.31298828
64,10543.4833984
65,3953.88671875
66,13009.1611328
67,4850.46386719
68,6062.75732422
69,8283.03320312
70,4775.61328125
71,6605.07470703
72,6384.19238281
73,7423.73925781
74,5532.390625
75,5556.95166016
76,7264.13720703
77,7603.66943359
78,7747.30029297
79,4797.01660156
80,7153.84179688
81,10980.4072266
82,6547.60498047
83,4549.0546875
84,6527.40185547
85,5965.91845703
86,5573.76904297
87,7763.21142578
88,3935.77148438
89,7977.40087891
90,5888.07275391
91,7020.41455078
92,6832.88085938
93,4094.91015625
94,6210.18505859
95,5281.96972656
96,7901.17675781
97,7444.8203125
98,5248.85693359
99,4944.95703125
100,7271.78320312
101,5670.0
102,6342.71240234
103,6929.92822266
104,6473.94775391
105,7516.33398438
106,5895.28271484
107,4154.72021484
108,7466.11816406
109,8192.54296875
110,8242.65820312
111,8348.43554688
112,7646.95800781
113,5492.90136719
114,8679.84667969
115,5480.31494141
116,7345.4453125
117,8813.10351562
118,6174.03320312
119,10363.0615234
120,7616.45166016
121,7527.66259766
122,5844.02148438
123,7318.109375
124,8353.35742188
125,6887.28759766
126,3748.50708008
127,5402.74072266
128,7470.81933594
129,5354.12695312
130,4676.53808594
131,8020.46826172
132,6791.57568359
133,5619.70019531
134,6459.76708984
135,5277.27636719
136,7151.65820312
137,7161.03027344
138,7111.58691406
139,5759.38769531
140,5031.45166016
141,6317.59521484
142,3678.5246582
143,5946.84033203
144,5738.09033203
145,8333.24804688
146,7210.36328125
147,6153.27441406
148,11579.4521484
149,4762.42089844
150,5662.28759766
151,9495.97460938
152,6607.2734375
153,8135.48193359
154,7361.72412109
155,5837.21923828
156,6128.82519531
157,5463.25878906
158,8369.34765625
159,11261.5136719
160,6286.79394531
161,3146.98461914
162,4457.6796875
163,9224.96386719
164,9044.63671875
165,6176.45410156
166,6957.51953125
167,4927.73730469
168,5400.50976562
169,3424.6081543
170,5040.63623047
171,6432.72558594
172,7247.90771484
173,6987.35351562
174,6637.86572266
175,7758.80664062
176,9179.8671875
177,7511.08056641
178,4784.36767578
179,8845.89648438
180,9873.96191406
181,6237.51660156
182,7882.97558594
183,5404.78710938
184,6484.55859375
185,4163.92529297
186,6839.34912109
187,5581.17431641
188,9127.2578125
189,7458.82226562
190,8232.49902344
191,7517.74609375
192,5629.88330078
193,8288.31152344
194,17881.8652344
195,9960.59472656
196,5744.17431641
197,2907.47802734
198,6020.78662109
199,8371.48730469
200,5702.13476562
201,11882.6679688
202,18595.0546875
203,4317.00292969
204,5079.53417969
205,8998.1640625
206,4746.40283203
207,8717.98730469
208,6825.67675781
209,7462.8359375
210,4873.92236328
211,6299.75341797
212,5446.33300781
213,7560.12792969
214,9418.88867188
215,6270.7734375
