Id,Sales
1,4105.55273438
2,7595.1015625
3,9190.87109375
4,7763.59619141
5,6845.27490234
6,5727.97363281
7,7556.15576172
8,7940.72705078
9,4991.26513672
10,5687.99511719
11,6906.25927734
12,7694.99853516
13,7509.84863281
14,8392.81738281
15,5505.50097656
16,4672.09716797
17,5487.73242188
18,9084.84863281
19,10324.0839844
20,10188.2822266
21,7463.49804688
22,4589.234375
23,5825.64453125
24,4155.64794922
25,7323.48583984
26,11117.7177734
27,9264.54492188
28,5434.84375
29,5076.4921875
30,4393.4921875
31,5952.84472656
32,10004.4003906
33,6814.72851562
34,5361.86962891
35,5063.21728516
36,7957.35400391
37,3633.96484375
38,7425.94873047
39,4476.41552734
40,7098.38574219
41,6814.75439453
42,5366.96630859
43,8277.95410156
44,6879.81591797
45,4720.48632812
46,6429.37646484
47,8050.23535156
48,11667.9746094
49,5819.14648438
50,7879.52539062
51,7023.14697266
52,8842.68261719
53,6348.7109375
54,9469.96289062
55,4760.86328125
56,4856.296875
57,6044.5859375
58,5990.46679688
59,9156.75585938
60,7531.41113281
61,5570.68066406
62,7564.75146484
63,6566.88720703
64,10452.9980469
65,3930.31640625
66,12638.1611328
67,4937.91943359
68,5749.03613281
69,8428.65136719
70,4720.34667969
71,6634.99804688
72,6270.49853516
73,7385.41845703
74,5676.31494141
75,5462.43017578
76,7271.99121094
77,7500.04882812
78,7401.92724609
79,4767.85742188
80,7139.26806641
81,11194.0703125
82,6576.61572266
83,4550.63427734
84,6582.72851562
85,5957.70703125
86,5722.68212891
87,7574.23095703
88,3973.4152832
89,8037.890625
90,5923.09863281
91,7088.94042969
92,6924.49072266
93,3935.61376953
94,6341.29101562
95,5200.92822266
96,7951.98974609
97,7567.85449219
98,5161.58837891
99,5040.59326172
100,7236.06152344
101,5702.30908203
102,6541.13818359
103,7080.16943359
104,6465.22802734
105,7603.48046875
106,5773.74902344
107,4197.12353516
108,7214.83496094
109,8250.09863281
110,8055.83496094
111,8305.63476562
112,7437.48193359
113,5398.16113281
114,8756.66308594
115,5628.46044922
116,7263.08398438
117,9020.49707031
118,6043.93457031
119,10298.8769531
120,7364.23828125
121,7508.05810547
122,5892.93261719
123,7200.8515625
124,8289.42675781
125,6697.71777344
126,3718.69677734
127,5394.65087891
128,7701.84960938
129,5464.77539062
130,4519.89746094
131,8383.76855469
132,6789.06933594
133,5617.71191406
134,6583.24951172
135,5347.64013672
136,7202.41748047
137,7185.89453125
138,7125.89990234
139,5689.06933594
140,5112.19335938
141,6207.49658203
142,3605.14086914
143,5909.93261719
144,5643.30810547
