Id,Sales
1,4021.67993164
2,7515.53808594
3,9268.75195312
4,7689.54003906
5,6914.41259766
6,5774.93359375
7,7382.79833984
8,7942.92382812
9,5164.10986328
10,5784.34375
11,6817.36132812
12,7769.359375
13,7368.59472656
14,8674.48339844
15,5451.203125
16,4717.55566406
17,5426.62255859
18,9191.49316406
19,10476.6025391
20,10152.9726562
21,7422.30908203
22,4529.77246094
23,5723.31542969
24,4103.85351562
25,7574.73681641
26,11091.1132812
27,9247.56835938
28,5524.81787109
29,4944.28222656
30,4453.00048828
31,5739.00439453
32,10157.0595703
33,6669.45117188
34,5371.75488281
35,5254.92333984
36,7907.64550781
37,3621.30615234
38,7288.23974609
39,4482.05957031
40,7008.27148438
41,6755.91845703
42,5383.17773438
43,8181.01806641
44,6726.39892578
45,4805.46142578
46,6594.46142578
47,7500.34960938
48,11994.7109375
49,5840.10986328
50,7872.82421875
51,6892.71582031
52,8810.16210938
53,6393.22314453
54,9391.65332031
55,4804.42578125
56,4856.70458984
57,6065.90966797
58,5803.24414062
59,9002.6796875
60,7825.0546875
61,5494.05957031
62,7600.3046875
63,6169.64160156
64,10600.9892578
65,3943.18945312
66,12713.7822266
67,4901.15820312
68,5762.48681641
69,8335.09277344
70,4765.16552734
71,6544.00878906
72,6185.16162109
73,7397.08544922
74,5574.10888672
75,5501.421875
76,7489.81933594
77,7580.37402344
78,8391.44042969
79,4853.1015625
80,7135.93896484
81,11089.7490234
82,6471.79931641
83,4464.6796875
84,6588.70849609
85,5915.56103516
86,5713.54638672
87,7343.92480469
88,3943.2722168
89,7968.73144531
90,5850.87646484
91,6935.85986328
92,6991.56689453
93,3976.28198242
94,5644.05126953
95,5122.45849609
96,7963.49609375
97,7773.81445312
98,5107.65039062
99,4970.26123047
100,7119.19482422
101,5797.98779297
102,6359.875
103,6996.61669922
104,6485.53613281
105,7494.42822266
106,5651.97607422
107,4264.22265625
108,6787.54785156
109,8165.57470703
110,7983.49755859
111,8353.74023438
112,7633.23632812
113,5428.53320312
114,8803.06445312
115,5684.51806641
116,7210.89990234
117,9037.42773438
118,6092.29833984
119,10184.2988281
120,7379.90478516
121,7581.15478516
122,5929.87646484
123,7026.26953125
124,8028.91796875
125,6579.23828125
126,3729.8059082
127,5341.98583984
128,7700.94580078
129,5446.11474609
130,4450.86425781
131,8330.109375
132,6619.61865234
133,5546.52978516
134,6281.53125
135,5313.55810547
136,7231.68017578
137,7149.12792969
138,7014.71826172
139,5677.04052734
140,5043.04589844
141,6220.97509766
142,3666.82299805
143,5971.77685547
144,5427.09375
145,8292.76367188
146,6981.05810547
147,5984.96679688
148,11716.4501953
149,4889.21826172
150,5343.07666016
151,9919.21289062
152,6573.58642578
153,8375.03320312
154,7245.640625
155,5866.22705078
156,6194.90380859
157,5262.50292969
158,8370.6484375
159,11201.2685547
160,6264.78320312
161,3224.45336914
162,4512.29394531
163,9105.57226562
164,8788.57519531
165,6068.47949219
166,6899.79345703
167,4900.11083984
168,5182.56542969
169,3349.28369141
170,5074.85107422
