Id,Sales
1,4239
2,7401
3,9024
4,7475
5,7088
6,5885
7,7519
8,7945
9,5264
10,5550
11,6666
12,7997
13,6992
14,8664
15,5827
16,4694
17,5632
18,9449
19,10255
20,9125
21,7739
22,4508
23,5666
24,4309
25,7576
26,11110
27,9235
28,5777
29,5119
30,4467
31,5454
32,10118
33,6682
34,5130
35,5304
36,7502
37,3688
38,7335
39,4369
40,6998
41,6849
42,5691
43,7744
44,6738
45,4892
46,6579
47,7041
48,11230
49,5999
50,7998
51,6782
52,8913
53,6621
54,9298
55,4823
56,5028
57,6194
58,5752
59,9409
60,7676
61,5608
62,7713
63,6257
64,9955
65,3653
66,12482
67,4870
68,6157
69,8214
70,4779
71,6392
72,6072
73,7601
74,5324
75,5752
76,7510
77,7835
78,6898
79,5110
80,6879
81,11023
82,6461
83,4428
84,6927
85,6078
86,6009
87,7381
88,3973
89,8030
90,5834
91,7200
92,6604
93,4171
94,5239
95,5177
96,8372
97,8189
98,5114
99,4897
100,7102
101,6009
102,5814
103,7172
104,6825
105,7406
106,5745
107,4184
108,7116
109,8409
110,7877
111,8468
112,7862
113,5663
114,8396
115,5547
116,6937
117,8816
118,6172
119,10297
120,7803
121,7570
122,6035
123,7053
124,8037
125,6627
126,4173
127,5372
128,7935
129,5970
130,4356
131,8566
132,6503
133,5612
134,6162
135,5356
136,7378
137,7060
138,6598
139,5721
140,5172
141,6317
142,4004
143,5799
144,5261
145,8669
146,7629
147,6189
148,11976
149,5043
150,5036
151,10083
152,6812
153,8601
154,7164
155,5729
156,6298
157,5313
158,8146
159,11678
160,6203
161,3200
162,4975
163,8601
164,8527
165,6383
166,6927
167,4835
168,5104
169,3424
170,5095
171,6045
172,7267
173,6971
174,6930
175,7844
176,9227
177,7700
178,5141
179,9383
180,9680
181,5989
182,7353
183,5407
184,6413
185,4324
186,6962
187,5323
188,9165
189,7242
190,8287
191,7281
192,5692
193,8785
194,17868
195,10387
196,5606
197,3127
198,6204
199,8238
200,5554
201,12573
202,20375
203,4212
204,5384
205,8908
206,5021
207,8771
208,6847
209,7575
210,4936
211,6641
212,6077
213,7201
214,9339
215,6274
216,5860
217,6807
218,4857
219,5111
220,7333
221,5541
222,5673
223,7115
224,6553
225,5696
226,7208
227,7161
228,8356
229,6772
230,7454
231,5609
232,3836
233,6329
234,6727
235,5891
236,4366
237,8493
238,7199
239,9030
240,6736
241,5787
242,5395
243,4378
244,9717
245,5242
246,7602
247,15087
248,7481
249,7339
250,5430
251,4364
252,6979
253,4011
254,5732
255,10476
256,5302
257,16369
258,13706
259,5122
260,6851
261,5904
262,6813
263,5482
264,11048
265,7256
266,9486
267,4188
268,6818
269,5327
270,7916
271,7042
272,6151
273,6514
274,6110
275,7804
276,9502
277,5922
278,10015
279,6329
280,9758
281,5693
282,5355
283,5474
284,10426
285,6378
286,7803
287,6498
288,8908
289,4419
290,7881
291,6764
292,4292
293,13427
294,16967
295,7155
296,6882
297,9393
298,10117
299,10963
300,5730
301,7444
302,5814
303,8331
304,3898
305,5748
306,5549
307,5971
308,7588
309,5213
310,4750
311,6829
312,3931
313,4579
314,6165
315,6213
316,9400
317,8585
318,7160
319,6387
320,6152
321,11734
322,7185
323,5412
324,4733
325,7715
326,4442
327,6907
328,3531
329,5071
330,7423
331,6047
332,5152
333,8440
334,9678
335,12475
336,6194
337,9410
338,2934
339,5190
340,6326
341,4476
342,8043
343,5104
344,4831
345,8316
346,10912
347,9929
348,5387
349,4936
350,8403
351,7291
352,5867
353,5172
354,6517
355,10123
356,4570
357,6119
358,7714
359,8100
360,12729
361,5386
362,12790
363,6883
364,5046
365,3792
366,6026
367,6346
368,5853
369,6983
370,4922
371,4968
372,7166
373,3418
374,7376
375,7059
376,7423
377,8064
378,5871
379,9086
380,5634
381,5282
382,5688
383,5140
384,10133
385,6544
386,4972
387,7292
388,7963
389,7073
390,6197
391,7967
392,5609
393,6133
394,5904
395,8514
396,6567
397,6455
398,5996
399,5062
400,3608
401,5562
402,8391
403,8253
404,9890
405,10994
406,7985
407,5964
408,5031
409,10034
410,10385
411,7640
412,8426
413,7934
414,5934
415,4180
416,10214
417,6678
418,6345
419,6121
420,2961
421,10712
422,6015
423,5430
424,4824
425,5903
426,6274
427,8429
428,6354
429,4903
430,5219
431,3955
432,3455
433,7055
434,15951
435,4353
436,5688
437,6409
438,5513
439,5237
440,5094
441,3980
442,7208
443,6864
444,4095
445,8829
446,5713
447,4721
448,8894
449,7683
450,8928
451,5590
452,6548
453,4891
454,4922
455,14099
456,9584
457,6215
458,5361
459,4891
460,5869
461,4987
462,10121
463,5097
464,5687
465,6678
466,4635
467,6404
468,7533
469,6998
470,7017
471,4116
472,5411
473,6677
474,8842
475,8314
476,7029
477,4782
478,7657
479,5837
480,4627
481,7028
482,6398
483,6279
484,6286
485,6131
486,6288
487,5632
488,6914
489,6388
490,6676
491,9310
492,5880
493,4383
494,11368
495,6036
496,3447
497,7652
498,8335
499,10083
500,5066
501,5808
502,5976
503,7040
504,5716
505,8512
506,3412
507,5482
508,6128
509,5566
510,5336
511,6795
512,8042
513,5730
514,8138
515,6689
516,8245
517,4988
518,6313
519,6767
520,8020
521,7449
522,5172
523,8600
524,7074
525,7287
526,4536
527,3885
528,8227
529,6508
530,8052
531,6969
532,5757
533,8575
534,6443
535,6870
536,7922
537,6244
538,9154
539,9073
540,7330
541,4853
542,5937
543,4368
544,3282
545,7849
546,5481
547,8155
548,4761
549,6113
550,5945
551,8965
552,5043
553,5248
554,5973
555,7428
556,5377
557,7120
558,7605
559,7927
560,7910
561,7085
562,5600
563,4681
564,4956
565,10384
566,9260
567,6375
568,14772
569,5699
570,5294
571,6170
572,8026
573,9878
574,6999
575,8469
576,7659
577,7475
578,6917
579,5908
580,4737
581,4885
582,4100
583,5682
584,8505
585,15358
586,7004
587,5135
588,7258
589,4821
590,5938
591,4362
592,9072
593,6714
594,5915
595,13012
596,11013
597,5629
598,6685
599,4117
600,5555
601,5283
602,8242
603,4976
604,4557
605,5887
606,5777
607,6563
608,7086
609,3625
610,7040
611,8123
612,7546
613,5015
614,4204
615,7919
616,4631
617,8912
618,4652
619,5009
620,6835
621,5726
622,4888
623,5787
624,7128
625,8784
626,9386
627,5678
628,4028
629,6013
630,6386
631,4587
632,6359
633,6038
634,10660
635,7475
636,6305
637,6929
638,4735
639,8122
640,6095
641,12595
642,6167
643,5504
644,5332
645,4315
646,6659
647,18382
648,4177
649,4554
650,9832
651,5824
652,7408
653,7901
654,6099
655,5021
656,4666
657,9608
658,5989
659,7302
660,7192
661,4734
662,6750
663,5929
664,3881
665,8206
666,7975
667,4581
668,7711
669,6820
670,4648
671,8892
672,6376
673,7920
674,4766
675,5087
676,6100
677,4147
678,7817
679,4019
680,5938
681,4480
682,6052
683,5995
684,6723
685,6888
686,8008
687,6085
688,6813
689,6362
690,8145
691,9545
692,6488
693,3283
694,5908
695,7138
696,3904
697,10849
698,5718
699,6520
700,10624
701,6774
702,4421
703,11513
704,9232
705,5282
706,8188
707,9651
708,5970
709,5219
710,6541
711,5747
712,5798
713,7151
714,4622
715,6411
716,7420
717,6580
718,7916
719,5935
720,6205
721,4935
722,7700
723,6805
724,6332
725,6343
726,7096
727,9346
728,5614
729,5184
730,6481
731,6950
732,6379
733,4326
734,4244
735,7311
736,6878
737,5551
738,7946
739,5661
740,6286
741,5118
742,3366
743,7218
744,6305
745,6332
746,9042
747,7974
748,4567
749,8233
750,4153
751,3181
752,6976
753,11395
754,7876
755,6987
756,4766
757,6491
758,8580
759,6163
760,8592
761,5142
762,4672
763,5495
764,5603
765,5397
766,5026
767,5151
768,4156
769,6617
770,6761
771,5688
772,6083
773,7016
774,5751
775,4852
776,8652
777,6934
778,5644
779,3784
780,11105
781,6352
782,5952
783,8485
784,7362
785,7296
786,5951
787,6815
788,8792
789,13089
790,5329
791,4730
792,5446
793,6491
794,5814
795,7244
796,8482
797,5796
798,4275
799,5870
800,8422
801,4825
802,7371
803,4023
804,7023
805,8022
806,7185
807,8806
808,6382
809,4350
810,6092
811,7057
812,8595
813,7212
814,7819
815,6369
816,4439
817,8839
818,4560
819,9303
820,6231
821,4371
822,6840
823,6105
824,7548
825,7779
826,3963
827,4410
828,8124
829,8451
830,9862
831,5297
832,6477
833,6413
834,6368
835,5703
836,9404
837,8496
838,11095
839,4399
840,5827
841,9804
842,8204
843,5273
844,10278
845,6128
846,5509
847,5182
848,4813
849,5410
850,6152
851,4699
852,4837
853,9125
854,6668
855,20652
856,6835
857,4565
858,8019
859,9325
860,6702
861,7314
862,6168
863,8354
864,8573
865,5555
866,5683
867,6643
868,8488
869,7166
870,8201
871,6032
872,4826
873,5727
874,10397
875,10442
876,9687
877,8096
878,4367
879,5883
880,4600
881,7787
882,11402
883,9490
884,6182
885,5634
886,4283
